paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info
[0640],Compound 23,Heptadecan-9-yl 10-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) decanoate,,,False,
[0644],Compound 23,,,,False,"Molecular Formula: C46H91NO5, Molecular Weight: 738.24, UPLC/ELSD: RT=3.75 min. MS (ES): m/z (MH+) 739.13, 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (m, 1H); 4.05 (m, 2H); 3.72-3.46 (br. m, 2H); 2.81-2.35 (br. m, 5H); 2.29 (m, 4H); 1.71-1.40 (br. m, 13H); 1.40-1.15 (br. m, 55H); 0.88 (m, 9H)"
[0644],Compound 24,Heptadecan-9-yl (Z)-8-((2-hydroxyethyl) (8-(non-2-en-1-yloxy)-8-oxooctyl)amino)octanoate,,,False,
[0648],Compound 24,,,,False,"Molecular Weight: 708.17; UPLC/ELSD: RT=3.54 min. MS (ES): m/z (MH+) 708.95 for C44H85NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 5.74-5.44 (br. m, 2H); 4.86 (m, 1H); 4.62 (m, 2H); 3.71-3.40 (br. m, 2H); 2.81-2.37 (br. m, 5H); 2.29 (m, 4H); 2.09 (m, 2H); 1.70-1.14 (br. m, 58H); 0.88 (m, 9H)."
[0648],Compound 25,Heptadecan-9-yl 8-((2-hydroxyethyl)(6-oxo-6-(undecyloxy)hexyl)amino)octanoate,,,False,
[0652],Compound 25,,,,False,MS (ES): m/z (MH+) 711.00 for C44H87NO5.
[0652],Compound 26,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-(nonyloxy)-4-oxobutyl)amino) octanoate,,,False,
[0656],Compound 26,,,,False,MS (ES): m/z (MH+) 655.07 for C40H79NO5.
[0656],Compound 27,Nonyl 8-((6-(heptadecan-9-yloxy)-6-oxohexyl)(2-hydroxyethyl)amino) octanoate,,,False,
[0660],Compound 27,,,,False,"Molecular Formula: C42H83NO5, MS (ES): m/z (MH+) 683.12, 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (m, 1H); 4.05 (m, 2H); 3.70-3.45 (br. m, 2H); 2.78-2.35 (br. m, 5H); 2.29 (m, 4H); 1.73-1.41 (m, 13H); 1.41-1.16 (m, 47H); 0.88 (m, 9H)"
[0660],Compound 28,Heptadecan-9-yl 8-((8-((2-hexylcyclopropyl)methoxy)-8-oxooctyl)(2-hydroxyethyl)amino)octanoate,,,False,
[0664],Compound 28,,,,False,"Molecular Weight: 722.19 (calculated from formula C45H87NO5), MS (ES): m/z (MH+) 722.97 for C45H87NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (p, 1H); 4.17 (m, 1H); 3.93 (m, 1H); 3.61 (br. m, 2H); 2.97-2.37 (br. m, 6H); 2.35-2.21 (m, 4H); 1.74-0.97 (br. m, 60H); 0.94-0.79 (m, 10H); 0.74 (m, 1H); 0.01 (m, 1H)."
[0664],Compound 29,"Di(heptadecan-9-yl) 8,8′-((2-hydroxyethyl)azanediyl)dioctanoate",,,False,
[0668],Compound 29,,,,False,Molecular Weight: 822.40; C52H103NO5
[0668],Compound 30,7-((2-Hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)heptyl 2-octyldecanoate,,,False,
[0672],Compound 30,,,,False,"UPLC/ELSD: RT=3.55 min. MS (ES): m/z (MH+) 711.16 for C44H87NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.06 (m, 4H); 3.69-3.44 (br. m, 2H); 2.71-2.39 (br. m, 5H); 2.29 (m, 3H); 1.70-1.16 (br. m, 64H); 0.88 (m, 9H)."
[0672],Compound 31,heptadecan-9-yl (Z)-8-((2-hydroxyethyl)(octadec-9-en-1-yl)amino) octanoate,,,False,
[0676],Compound 31,heptadecan-9-yl (Z)-8-((2-hydroxyethyl)(octadec-9-en-1-yl)amino) octanoate,,,False,"UPLC/ELSD: RT=3.83 min. MS (ES): m/z (MH+) 693.20 for C45H89NO3. 1H NMR (300 MHz, CDCl3) δ: ppm 5.37 (m, 2H); 4.89 (p, 1H); 3.58 (br. m, 2H); 2.72-2.43 (br. m, 5H); 2.30 (m, 2H), 2.05 (m, 4H); 1.71-1.03 (br. m, 63H), 0.90 (m, 9H)."
[0676],Compound 32,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(pentadecan-7-yloxy)octyl)amino) octanoate,,,False,
[0680],Compound 32,,,,False,"Molecular Weight: 682.13, MS (ES): m/z (MH+) 683.20 for C42H83NO5"
[0680],Compound 33,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(tetradecan-6-yloxy)octyl)amino) octanoate,,,False,
[0684],Compound 33,,,,False,Molecular Formula: C41H81NO5; Molecular Weight: 668.10; RT=3.39 min; MS (ES): m/z (MH+) 669.09
[0684],Compound 34,dodecan-4-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,
[0688],Compound 34,,,,False,"Molecular Weight: 640.05, UPLC/ELSD: RT=3.21 min. MS (ES): m/z (MH+) 641.05 for C39H77NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.91 (p, 1H); 4.08 (t, 2H); 3.67 (br. m, 2H); 3.03-2.44 (br. m, 5H); 2.30 (m, 4H), 1.75-1.00 (br. m, 53H), 0.90 (m, 9H)."
[0688],Compound 35,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(undecan-3-yloxy)octyl)amino) octanoate,,,False,
[0692],Compound 35,,,,False,"MS (ES): m/z (MH+) 627.11 for C38H75NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.83 (p, 1H); 4.08 (t, 2H); 3.63 (br. m, 2H); 2.81-2.39 (br. m, 5H); 2.31 (m, 4H), 1.74-1.01 (br. m, 51H), 0.90 (m, 9H)."
[0692],AK,decan-2-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,
[0696],Compound 36,,,,False,"MS (ES): m/z (MH+) 613.00 for C37H73NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.91 (p, 1H); 4.08 (t, 2H); 3.55 (m, 2H); 2.60 (m, 2H); 2.47 (m, 4H); 2.29 (m, 4H), 1.731-1.01 (m, 51H), 0.90 (m, 6H)."
[0696],AL,heptadecan-9-yl 8-((2-hydroxyethyl)(8-(2-octylcyclopropyl)octyl) amino)octanoate,,,False,
[0700],Compound 47,,,,False,"UPLC/ELSD: RT=3.92 min. MS (ES): m/z (MH+) 707.39 for C46H91NO3. 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (p, 1H); 3.56 (br. m, 2H); 2.72-2.38 (br. m, 5H); 2.28 (t, 2H); 1.70-1.02 (br. m, 67H), 0.88 (m, 9H); 0.71-0.49 (m, 4H); −0.33 (m, 1H)."
[0700],Compound 48,decan-2-yl 8-((8-(heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl) amino)octanoate,,,False,
[0704],Compound 48,,,,False,"Molecular Formula: C45H89NO5, Molecular Weight: 724.21"
[0704],Compound 49,heptadecan-9-yl 8-((2-hydroxyethyl)(8-oxo-8-(undecan-3-yloxy)octyl) amino)octanoate,,,False,
[0708],Compound 49,,,,False,"Molecular Weight: 738.24. UPLC/ELSD: RT=3.68 min. MS (ES): m/z (MH+) 739.21 for C46H91NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 2H); 3.56 (br. m, 2H); 2.68-2.39 (br. m, 5H); 2.30 (m, 4H); 1.71-1.19 (m, 66H); 0.90 (m, 12H)."
[0708],Compound 50,dodecan-4-yl 8-((8-(heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl) amino)octanoate,,,False,
[0712],Compound 50,,,,False,"UPLC/ELSD: RT=3.73 min. MS (ES): m/z (MH+) 753.23 for C47H93NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 2H); 3.60 (br. m, 2H); 2.75-2.43 (br. m, 5H); 2.30 (m, 4H); 1.71-1.44 (m, 16H); 1.28 (m, 51H); 0.90 (m, 12H)."
[0712],Compound 51,heptadecan-9-yl 8-((4-butoxy-4-oxobutyl)(2-hydroxyethyl)amino) octanoate,,,False,
[0716],Compound 51,heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(pentyloxy)butyl)amino) octanoate,,,False,"UPLC/ELSD: RT=3.05 min. MS (ES): m/z (MH+) 584.87 for C35H69NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (p, 1H); 4.10 (t, 2H); 3.61 (br. m, 2H); 2.81-2.21 (br. m, 9H); 1.87 (br. m, 2H), 1.70-1.04 (m, 43H), 0.98-0.82 (m, 9H)."
[0716],Compound 52,heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(pentyloxy)butyl)amino) octanoate,,,False,
[0720],Compound 52,,,,False,"Molecular Formula: C36H71NO5; UPLC/ELSD: RT=3.11 min; MS (ES): m/z (MH+) 598.90 for C36H71NO5; 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (p, 1H); 4.09 (t, 2H); 3.61 (br. m, 2H); 2.89-2.22 (br. m, 9H); 1.87 (br. m, 2H), 1.73-1.43 (m, 11H), 1.28 (m, 34H); 0.90 (m, 9H)"
[0720],Compound 53,heptadecan-9-yl 8-((4-(hexyloxy)-4-oxobutyl)(2-hydroxyethyl)amino) octanoate,,,False,
[0724],Compound 53,,,,False,"MS (ES): m/z (MH+) 612.92 for C37H73NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (p, 1H); 4.06 (t, 2H); 3.55 (br. m, 2H); 2.68-2.38 (br. m, 5H); 2.28 (m, 4H); 1.79 (br. m, 2H); 1.71-0.96 (m, 48H); 0.88 (m, 9H)."
[0724],Compound 54,heptadecan-9-yl 8-((4-(heptyloxy)-4-oxobutyl)(2-hydroxyethyl)amino) octanoate,,,False,
[0728],Compound 54,,,,False,"MS (ES): m/z (MH+) 626.94 for C38H75NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (p, 1H); 4.09 (t, 2H); 3.60 (br. m, 2H); 2.77-2.42 (br. m, 5H); 2.32 (m, 4H); 1.84 (br. m, 2H); 1.75-1.03 (m, 49H); 0.90 (m, 9H)."
[0728],Compound 55,heptadecan-9-yl 8-((4-((2-hexylcyclopropyl)methoxy)-4-oxobutyl)(2-hydroxyethyl) amino)octanoate,,,False,
[0732],Compound 55,,,,False,"UPLC/ELSD: RT=3.37 min. MS (ES): m/z (MH+) 667.04 for C41H79NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.83 (p, 1H); 4.15 (m, 1H); 3.95 (m, 1H); 3.53 (br. m, 2H); 2.66-2.39 (br. m, 5H); 2.34-2.19 (m, 4H); 1.78 (br. m, 2H); 1.66-0.98 (m, 50H); 0.85 (m, 10H); 0.70 (m, 1H); 0.00 (m, 1H)."
[0732],Compound 56,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(tridecan-7-yloxy)octyl)amino) octanoate,,,False,
[0736],Compound 56,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(tridecan-7-yloxy)octyl)amino) octanoate,,,False,UPLC/ELSD: RT=3.28 min. MS (ES): m/z (MH+) 654.99 for C40H79NO5.
[0736],Compound 57,nonan-5-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (p, 1H); 4.08 (t, 2H); 3.60 (br. m, 2H); 2.77-2.40 (br. m, 5H); 2.30 (m, 4H); 1.78-0.99 (m, 55H); 0.90 (m, 9H)."
[0740],Compound 57,,,,False,"Molecular Formula: C36H71NO5, Molecular Weight: 597.97, UPLC/ELSD: RT=2.88 min, MS (ES): m/z (MH+) 598.98 for C36H71NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (p, 1H); 4.08 (t, 2H); 3.59 (br. m, 2H); 2.82-2.37 (br. m, 5H); 2.31 (m, 4H); 1.73-1.03 (m, 47H); 0.91 (m, 9H)."
[0740],Compound 58,heptan-4-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,
[0744],Compound 58,,,,False,"MS (ES): m/z (MH+) 570.93 for C34H67NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.93 (p, 1H); 4.08 (t, 2H); 3.57 (br. m, 2H); 2.69-2.42 (br. m, 5H); 2.30 (m, 4H); 1.72-1.04 (m, 43H); 0.93 (m, 9H)."
[0744],Compound 59,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(pentan-3-yloxy)octyl)amino) octanoate,,,False,
[0748],Compound 59,,,,False,Molecular Weight: 541.86 (inferred from MS)
[0748],"(5Z,12Z)-Heptadeca-5,12-dien-9-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate","(5Z,12Z)-Heptadeca-5,12-dien-9-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,
[0748],"(5Z,12Z)-Heptadeca-5,12-dien-9-ol","(5Z,12Z)-Heptadeca-5,12-dien-9-ol",,,False,
[0752],(Z)-1-bromooct-3-ene,,,,False,"6.2 g, 32.4 mmol"
[0752],"(5Z,12Z)-heptadeca-5,12-dien-9-ol",,,,False,"2.3 g, 9.1 mmol, 28%. 1H NMR (300 MHz, CDCl3) δ: ppm 5.41 (m, 4); 3.66 (m, 1H); 2.13 (m, 8H); 1.51 (m, 5H); 1.36 (m, 8H); 0.92 (m, 6H)."
[0756],Compound 60,,,,False,"UPLC/ELSD: RT=3.36 min. MS (ES): m/z (MH+) 707.10 for C44H83NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 5.37 (m, 4H); 4.92 (p, 1H); 4.08 (t, 2H); 3.57 (br. m, 2H); 2.73-2.38 (br. m, 5H); 2.31 (m, 4H); 2.04 (m, 8H); 1.73-1.01 (m, 47H); 0.92 (m, 9H)."
[0756],Compound 61,"(5Z,12Z)-heptadeca-5,12-dien-9-yl 8-((2-hydroxyethyl)(6-oxo-6-(undecyloxy)hexyl)amino)octanoate",,,False,
[0760],Compound 61,,,,False,"Molecular Formula: C44H83NO5. MS (ES): m/z (MH+) 707.10. 1H NMR (300 MHz, CDCl3) δ: ppm 5.37 (m, 4H); 4.92 (p, 1H); 4.08 (t, 2H); 3.58 (br. m, 2H); 2.70-2.41 (br. m, 5H); 2.32 (m, 4H); 2.04 (m, 8H); 1.77-1.03 (m, 47H); 0.92 (m, 9H)."
[0760],Compound 65,1-Cyclopropylnonyl 8-((8-(heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)octanoate,,,False,
[0764],Compound 65,,,,False,"MS (ES): m/z (MH+) 750.9 for C47H91NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.28 (m, 1H); 3.54 (m, 2H); 2.59 (m, 2H); 2.46 (m, 4H); 2.29 (m, 4H), 1.73-1.18 (m, 61H); 0.90 (m, 10H); 0.62-0.33 (m, 3H); 0.28 (m, 1H)."
[0764],Compound 66,Heptadecan-9-yl 8-((2-hydroxyethyl)(8-oxo-8-((4-pentylcyclohexyl)oxy)octyl)amino)octanoate,,,False,
[0768],Compound 66,,,,False,Molecular Weight: 736.220; MS (ES): m/z (MH+) 736.9 for C46H89NO5
[0768],Compound 67,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-((4-pentylcyclohexyl)oxy)butyl)amino)octanoate,,,False,
[0772],Compound 67,,,,False,UPLC/ELSD: RT=3.56 min. MS (ES): m/z (MH+) 680.8 for C42H81NO5.
[0776],Compound 68,Heptadecan-9-yl 8-((2-hydroxyethyl)(6-oxo-6-((4-pentylcyclohexyl)oxy)hexyl)amino)octanoate,,,False,UPLC/ELSD: RT=3.66 min. MS (ES): m/z (MH+) 708.9 for C44H85NO5.
[0776],Compound 69,"Heptadecan-9-yl 8-((2,3-dihydroxypropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,
[0780],Compound 69,,,,False,"Molecular Weight: 740.21, UPLC/ELSD: RT=3.60 min. MS (ES): m/z (MH+) 741.0 for C45H89NO6."
[0780],Compound 70,Heptadecan-9-yl 8-((4-(decan-2-yloxy)-4-oxobutyl)(2-hydroxyethyl)amino)octanoate,,,False,
[0784],Compound 70,,,,False,"MS (ES): m/z (MH+) 668.9 for C41H81NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.91 (m, 2H); 3.57 (m, 2H); 2.71-2.40 (m, 5H); 2.30 (m, 4H), 1.80 (m, 2H); 1.71-1.40 (m, 11H); 1.39-1.05 (m, 45H); 0.90 (m, 9H)."
[0784],Compound 71,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(tetradecan-6-yloxy)butyl)amino)octanoate,,,False,
[0788],Compound 71,,,,False,"MS (ES): m/z (MH+) 724.9 for C45H89NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 2H); 3.56 (m, 2H); 2.70-2.41 (m, 6H); 2.33 (m, 4H), 1.80 (m, 2H); 1.69-1.41 (m, 13H); 1.28 (m, 48H); 0.90 (m, 12H)."
[0788],XX3,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(undecan-3-yloxy)butyl)amino)octanoate,,,False,
[0792],Compound 72,,,,False,MS (ES): m/z (MH+) 683.0 for C42H83NO5. UPLC/ELSD: RT=3.57 min.
[0796],Compound 73,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)octanoate,,,False,MS (ES): m/z (MH+) 739.09 for C46H91NO5. UPLC/ELSD: RT=3.80 min.
[0796],Compound 74,Heptadecan-9-yl 8-((4-(dodecan-4-yloxy)-4-oxobutyl)(2-hydroxyethyl)amino)octanoate,,,False,
[0800],Compound 74,,,,False,"UPLC/ELSD: RT=3.68 min. MS (ES): m/z (MH+) 696.9 for C43H85NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 2H); 3.56 (m, 2H); 2.70-2.41 (m, 6H); 2.30 (m, 4H), 1.80 (m, 2H); 1.70-1.40 (m, 12H); 1.28 (m, 44H); 0.90 (m, 12H)."
[0800],Compound 75,Heptadecan-9-yl 8-((2-hydroxyethyl)(6-oxo-6-(undecan-3-yloxy)hexyl)amino)octanoate,,,False,
[0804],Compound 75,,,,False,"Molecular Formula: C44H87NO5, Molecular Weight: 710.18"
[0804],Compound 79,Nonyl 8-((2-hydroxyethyl)(8-oxo-8-((4-pentylcyclohexyl)oxy)octyl)amino)octanoate,,,False,
[0808],Compound 79,,,,False,"MS (ES): m/z (MH+) 624.8 for C38H73NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 5.00 (br. m, 0.5H); 4.68 (m, 0.5H); 4.08 (t, 2H); 3.56 (m, 2H); 2.72-2.38 (m, 6H); 2.31 (m, 4H), 1.97 (m, 1H); 1.82 (m, 2H); 1.73-0.95 (m, 48H), 0.90 (m, 6H)."
[0808],Compound 80,"[1,1′-Bi(cyclohexan)]-4-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,
[0812],Compound 80,,,,False,"UPLC/ELSD: RT=3.10 min. MS (ES): m/z (MH+) 636.9 for C39H73NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 5.01 (br. m, 0.5H); 4.65 (m, 0.5H); 4.08 (t, 2H); 3.56 (m, 2H); 2.69-2.36 (m, 6H); 2.31 (m, 4H); 2.07-0.84 (m, 57H)."
[0816],Compound 81,,,,False,"UPLC/ELSD: RT=3.36 min. MS (ES): m/z (MH+) 681.0 for C42H81NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.91 (p, 1H); 4.08 (t, 2H); 3.57 (br. m, 2H); 2.74-2.39 (m, 6H); 2.30 (m, 4H), 1.73-1.03 (m, 62H), 0.90 (m, 3H)."
[0816],Compound 94,,,,False,Heptadecan-9-yl 8-(benylamino)octanoate
[0820],heptadecan-9-yl 8-bromooctanoate,,,,False,MS (ES): m/z (MH+) 488.4 for C32H57NO2
[0820],heptadecan-9-yl 8-(benzylamino)octanoate,,,,False,"UPLC/ELSD: RT=2.87 min. MS (ES): m/z (MH+) 488.4 for C32H57NO2. 1H NMR (300 MHz, CDCl3) δ: ppm 7.35-7.25 (br. m, 5H); 4.89 (p, 1H); 3.81 (s, 2H); 2.65 (t, 2H); 2.29 (t, 2H); 1.65-1.51 (br. m, 8H); 1.28 (m, 30H); 0.90 (m, 6H)."
[0820],Heptadecan-9-yl 8-(benzyl(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,
[0824],heptadecan-9-yl 8-(benylamino)octanoate,,,,False,"200 mg, 0.41 mmol"
[0824],nonyl 8-bromooctanoate,,,,False,"172 mg, 0.49 mmol"
[0824],"N,N-diisopropylethylamine",,,,False,"100 μL, 0.57 mmol"
[0824],heptadecan-9-yl 8-(benzyl(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"138 mg, 0.18 mmol, 45%. UPLC/ELSD: RT=3.78 min. MS (ES): m/z (MH+) 757.0 for C49H89NO4. 1H NMR (300 MHz, CDCl3) δ: ppm 7.33-7.23 (br. m, 5H); 4.89 (p, 1H); 4.08 (t, 2H); 3.55 (s, 2H); 2.40 (m, 4H); 2.30 (m, 4H); 1.64-1.28 (br. m, 62H); 0.90 (m, 9H)."
[0824],Compound 96,7-((8-(Heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)heptyl decanoate,,,False,
[0828],Compound 96,,,,False,Molecular Weight: 710.182
[0828],X9. Compound 98,8-((8-(Heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)octan-2-yl decanoate,,,False,
[0828],"Octane-1,7-diol",,,,False,
[0832],7-oxooctanoic acid,,,,False,"4 g, 25.29 mmol"
[0832],"octane-1,7-diol",,,,False,"2.97 g, 20.31 mmol, 80%, 1H NMR (300 MHz, CDCl3) δ: ppm 3.81 (m, 1H); 3.66 (t, 2H); 1.66-1.31 (m, 12H); 1.22 (d, 3H)"
[0836],"octane-1,7-diol",,,,False,"1 g, 6.84 mmol"
[0836],8-((tert-butyldiphenylsilyl)oxy)octan-2-ol,,,,False,"2.29 g, 5.95 mmol, 87%, 1H NMR (300 MHz, CDCl3) δ: ppm 7.69 (m, 4H); 7.42 (m, 6H); 3.80 (m, 1H); 3.68 (t, 2H); 1.59 (m, 2H); 1.50-1.26 (m, 9H); 1.21 (d, 3H); 1.07 (s, 9H)"
[0836],tert-butyl(chloro)diphenylsilane,,,,False,"2.14 mL, 8.21 mmol"
[0840],8-((tert-Butyldiphenylsilyl)oxy)octan-2-yl decanoate,,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 7.69 (m, 4H); 7.42 (m, 6H); 4.92 (m, 1H); 3.67 (t, 2H); 2.29 (t, 2H); 1.67-1.42 (m, 6H); 1.41-1.17 (m, 21H); 1.07 (s, 9H); 0.90 (m, 3H)"
[0840],8-Hydroxyoctan-2-yl decanoate,,,,False,
[0844],8-[(tert-butyldiphenylsilyl)oxy]octan-2-yl decanoate,,,,False,"1.08 g, 2 mmol"
[0844],8-hydroxyoctan-2-yl decanoate,,,,False,"0.55 g, 1.82 mmol, 91%"
[0844],8-((8-(Heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)octan-2-yl decanoate,,,,False,
[0848],Compound 98,,,,False,UPLC/ELSD: RT=3.55 min. MS (ES): m/z (MH+) 725.0 for C45H89NO5.
[0848],Compound 101,Heptadecan-9-yl 8-((2-(4-methylpiperazin-1-yl)ethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,
[0848],Heptadecan-9-yl 8-((2-chloroethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,
[0852],heptadecan-9-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"molecular formula C49H97NO7, molecular weight 808.28 g/mol"
[0856],1-methylpiperazine,,,,False,
[0856],heptadecan-9-yl 8-((2-chloroethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"molecular formula C49H95NO6, molecular weight 774.26 g/mol"
[0856],Compound 103,Heptadecan-9-yl 8-((2-(4-methylpiperazin-1-yl)ethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,"molecular formula C49H97N3O4, molecular weight 792.33 g/mol"
[0856],Heptadecan-9-yl 8-((2-(4-methylpiperazin-1-yl)ethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"molecular formula C49H97N3O4, molecular weight 792.33 g/mol"
[0856],Heptadecan-9-yl 8-((2-chloroethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"molecular formula C49H95NO6, molecular weight 774.26 g/mol"
[0860],heptadecan-9-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,Starting material for a reaction. Molecular weight not provided.
[0860],N-Chlorosuccinimide,"1-chloropyrrolidine-2,5-dione",InChI=1S/C4H4ClNO2/c5-3-1-2-4(6)7-3/h1-2H2,O=C(N(Cl)C(=O)CC1)C1,False,Reagent added to the reaction. Molecular weight not provided.
[0860],Heptadecan-9-yl 8-((2-morpholinoethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,Product of the reaction. Molecular weight not provided.
[0864],heptadecan-9-yl 8-((2-chloroethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (ES): m/z (MH+) 779.8 for C48H94N2O5
[0864],heptadecan-9-yl 8-((2-(4-methylpiperazin-1-yl)ethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"UPLC/ELSD: RT=3.53 min. MS (ES): m/z (MH+) 779.8 for C48H94N2O5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (p, 1H); 4.05 (t, 2H); 3.70 (m, 4H); 2.59-2.54 (m, 2H); 2.48-2.38 (m, 10H); 2.31-2.25 (m, 4H); 1.64-1.26 (br. m, 62H); 0.88 (m, 9H)."
[0864],Compound 108,Heptadecan-9-yl 8-((3-acetamidopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,
[0868],heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 765.7
[0868],Compound 109,Heptadecan-9-yl 8-((3-(methylsulfonamido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,
[0872],heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 801.7
[0872],Compound 110,"Heptadecan-9-yl 8-((3-(3,3-dimethylureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,
[0876],heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 794.7
[0876],Compound 111,"Heptadecan-9-yl 8-((3-(3,3-dimethylthioureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,
[0880],heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,Reactant in the synthesis of Compound 112. Molecular weight not explicitly stated but derivable from formula and context.
[0880],Compound 112,Heptadecan-9-yl 8-((3-(3-methylureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,Product of the reaction described. MS (APCI): m/z (MH+) 810.7. LC/UV (202 nm): RT=9.89 min.
